id,title,section_id,template_id,type_id,priority_id,milestone_id,refs,created_by,created_on,updated_by,updated_on,estimate,estimate_forecast,suite_id,custom_automation_type,custom_description,custom_preconds,custom_steps,custom_expected,custom_steps_separated,custom_mission,custom_goals,section_hierarchy,section_parent_id,section_description
3647713,Imaging portal follows ITH style guide,91674,1,7,2,"","IMG-28, IMG-54",24,1527786736,9,1527859257,"","",4892,0,"As a User of the InTouch Imaging application, I want the user interface to follow the InTouch style guides so that the look and feel of the Imaging portal parallels the other InTouch applications for a unified experience.

The standalone application shall have the InTouch blue banner across the top with the InTouch Pins icon, 'InTouch Imaging', the username, and a logout button.
The background shall be a light grey
Follow the Header and Body text types
The 'Search' card shall have a white background and use the defined form elements from the ITH styleguide.
The 'Results' card shall have a white background and use a grid layout similar to the Smart Notes records page.
https://invis.io/YNJ5CH2VBCZ",1. Have a user created on Imaging app.,"1. Login to the Imaging app
2. Inspect all the elements the UI presents, such as banners, buttons, cards, the chosen colors for each element, etc.",Make sure Imamging app follows the InTouch style guides in the description.,"","","",Imaging App,"","As a physician using the InTouch Imaging solution, I need to directly access the Imaging module from the other InTouch Software Modules (IE Provider Access Software, Smart Notes, Facility Intake, or Consumer) in addition to a standalone InTouch Imaging app so that I can view the DICOM study of a patient where ever I may be in the InTouch workflow."
3647714,Disable browser side caching of any sort,91674,1,7,2,"","IMG-45, IMG-55",23,1527792087,9,1527859299,"","",4892,0,The client side browser shall not cache any data so that the unintended exposure to PHI is minimzed.,"","1. Curl the Imaging App using `curl -v <base uri>?access_token=(access_token)` 

* Note: you have to check this with curling via access token SSO otherwise the curl will be redirected to IdP and you will get the IdP headers instead of the Imaging headers.","Check the Cache-Control headers and make sure you see `Cache-Control: no-cache, no-store, must-revalidate`.","","","",Imaging App,"","As a physician using the InTouch Imaging solution, I need to directly access the Imaging module from the other InTouch Software Modules (IE Provider Access Software, Smart Notes, Facility Intake, or Consumer) in addition to a standalone InTouch Imaging app so that I can view the DICOM study of a patient where ever I may be in the InTouch workflow."
3647715,Mobile friendly user experience on iPads,91674,1,7,2,"","IMG-23, IMG-36",24,1527803947,9,1527859370,"","",4892,0,"As a user of the Imaging application, I want the experience to be optimized for my iPad mobile device with a 'search' and 'results' view which follows the manufacturers mobile flow so that the layout is auto-scaled to my device and easily navigated using the touchscreen. iPad model support should include:

* iPad Mini
* iPad Air
* iPad Pro",1. Have an IPad,"1. Open safari and go to Imaging site
2. Inspect how all the elements are displayed on the screen","* `search` card and `result` card should have proper visualization. 
* There shouldn't be overlapping/hidden elements. ","","","",Imaging App,"","As a physician using the InTouch Imaging solution, I need to directly access the Imaging module from the other InTouch Software Modules (IE Provider Access Software, Smart Notes, Facility Intake, or Consumer) in addition to a standalone InTouch Imaging app so that I can view the DICOM study of a patient where ever I may be in the InTouch workflow."
3649856,Show 'None' for blank values in the study list,91674,1,7,2,"","IMG-56, IMG-57",24,1527859981,9,1527860291,"","",4892,0,n the Imaging App UI show 'None' for any blank values in the study list.,1. Have a user created on Imaging app,"1. Login to Imaging app
2. Search for studies in any location
3. Inspect the results","* The results table shows information on different columns such as: `Patient name`, `Patient DOB`, `Patient ID/MRN` , etc. 
* When some of those columns has no info to show, the word `None` should be present, instead of just a blank space.","","","",Imaging App,"","As a physician using the InTouch Imaging solution, I need to directly access the Imaging module from the other InTouch Software Modules (IE Provider Access Software, Smart Notes, Facility Intake, or Consumer) in addition to a standalone InTouch Imaging app so that I can view the DICOM study of a patient where ever I may be in the InTouch workflow."
3664926,(Android) Mobile theme color should be consistent with ITH styling,91674,1,7,2,"","IMG-47, IMG-68",24,1528402051,23,1531502812,"","",4892,0,The app should present the same colors on both computer browsers and Android mobiles.,"1. Have an Android mobile
","1. Login on the web app (on a computer)
2. Login on your android phone using Chrome.
3. Compare the colors on both apps.
","for 3.: Both applications should present the same colors. _(Note: It's possible that different screen brightness make colors look slightly lighter )_
","","","",Imaging App,"","As a physician using the InTouch Imaging solution, I need to directly access the Imaging module from the other InTouch Software Modules (IE Provider Access Software, Smart Notes, Facility Intake, or Consumer) in addition to a standalone InTouch Imaging app so that I can view the DICOM study of a patient where ever I may be in the InTouch workflow."
3664927,Health checks to root path should be silenced in logs,91674,1,7,2,"","IMG-62, IMG-63",23,1528404313,23,1528404975,"","",4892,0,"Requests to the root path '/' shall not be logged to prevent spamming of Splunk logs.

","","1. Go to Splunk and filter for Imaging staging logs (enter `host='*imaging-stg*'` in the search box).
2. On the right to the search bar, set the search to realtime with a 5 minute window.
3. Go to imaging web app, and login.
4. Go to the homepage.
5. Go back to splunk logs.","There should be no entries that look like these:

* `Processing by StudiesController#index as '/'`

* `Filter chain halted as :verify_session rendered or redirected`

* `Started GET '/' for 209.236.100.196 at 2018-06-03 06:59:59 +0000`","","","",Imaging App,"","As a physician using the InTouch Imaging solution, I need to directly access the Imaging module from the other InTouch Software Modules (IE Provider Access Software, Smart Notes, Facility Intake, or Consumer) in addition to a standalone InTouch Imaging app so that I can view the DICOM study of a patient where ever I may be in the InTouch workflow."
3678181,InTouch Imaging logo or 'search' button should redirect the user to the home page,91674,1,7,2,"","IMG-71,IMG-72",9,1529000761,9,1529000998,"","",4892,0,"","

When the screen size is small enough that the dashboard/search toggling icon shows in the navbar, make sure that ","1. Reduce the screen size
2. Click the ITH logo
3. Go to `/unauthorized`
4. Go to `/error`","* When the screen size is small the logo shows as just the 'pins' from the ITH logo
* The logo redirects the user to the root path (`/`)
* When the screen size is small enough the dashboard/search toggling icon appears in the navbar
* When the user goes to `/unauthorized` or `/error` pages the icon in the navbar does not show","","","",Imaging App,"","As a physician using the InTouch Imaging solution, I need to directly access the Imaging module from the other InTouch Software Modules (IE Provider Access Software, Smart Notes, Facility Intake, or Consumer) in addition to a standalone InTouch Imaging app so that I can view the DICOM study of a patient where ever I may be in the InTouch workflow."
3678199,ITH applications should be able to select what should be shown in iframe,91674,1,7,2,"","IMG-75, IMG-77",24,1529012784,23,1530819237,"","",4892,0,"As an InTouch application I shall determine which components of the Imaging Portal are displayed based on parameters passed in the URL when launching the portal in an iframe so that the application can render the required components in the iframe.

By default when displayed in an iframe, the navbar and buttons, search panel, and footer shall be hidden.
The navbar should be hidden, but a 'search/results toggle button' should be displayed if the 'include_search' parameter is included in the URL.","Have an FMS user enabled for these apps:

* Imaging
* SN
* PAS

_(Note: if testing on Staging use IMG staging and DM staging and SN staging. Same if you're testing on devops servers - make it all devops servers.)_","1. Log into PAS and Smart Notes and view Imaging app from both.
2. While having Imaging on sight, reduce the size of the browser window on both SN and PAS.
3. Cause an error: 
  * On SN open Chrome's 'inspect element' tools and change the IMG's URL to something invalid. (i.e.: add `/e/` in the middle of the URL)
  * For PAS: on FMS change the health care URL (i.e.: `/e?access_token=<jwt>&iframe_layout=true`)
4. Open PAS for iOS on an iPad, open Imaging.","* For 1.: 
  * For both SN and PAS: Make sure that the Imaging app adjusts for the iframe. You should see just the search/results panel for larger screens.
* For2.:
  * SN: For smaller screens in Smart Notes you should first see the results for the patient. 
  * PAS: You see the search panel. You should be able to toggle between them with the button in the upper right corner. If on the search panel you should see the rectangle icon and if in the results panel you should see the search icon.
* For 3.: You should see a `home` icon and when clicked this should redirect you back to the root path, which is the studies page (for small screens it should show the search panel).
* For 4.: You should be able to see Imaging app in PAS for iOS.","","","",Imaging App,"","As a physician using the InTouch Imaging solution, I need to directly access the Imaging module from the other InTouch Software Modules (IE Provider Access Software, Smart Notes, Facility Intake, or Consumer) in addition to a standalone InTouch Imaging app so that I can view the DICOM study of a patient where ever I may be in the InTouch workflow."
3679163,Change from config files to FMS API for authorization,91674,1,7,2,"","IMG-79, IMG-89",23,1530646891,23,1530648341,"","",4892,0,As a user of the InTouch applications I want to access the Imaging portal at the customer facilities (GeoLocations) for which I am authorized and then have the associated Imaging instance serving that facility (GeoLocation) perform the requested queries so that queries are performed only for authorized users at a patients specified (geo)location.,"Use an existing FMS user or create a new one.

if using an already existing user disable it from Imaging app and remove it from all programs before testing this case.","1. Log in to Imaging, you should see no locations listed in the dropdown.
2. In FMS staging make sure your user is allowed for the 'Imaging' application. 
3. In FMS go to **Access > Program**s and add yourself to the 'Imaging Test' program.
4. In FMS go to **Access > Access Maps**, select 'Imaging Test' program, click edit and 'paint' all the locations for your user, then click save.
3. Re-login to Imaging and now you should see the locations assigned in the access map.
4. Query for studies. ",You should be able to see a study list and view the studies as usual.,"","","",Imaging App,"","As a physician using the InTouch Imaging solution, I need to directly access the Imaging module from the other InTouch Software Modules (IE Provider Access Software, Smart Notes, Facility Intake, or Consumer) in addition to a standalone InTouch Imaging app so that I can view the DICOM study of a patient where ever I may be in the InTouch workflow."
3679164,Improve mobile results display,91674,1,7,2,"","IMG-85, IMG-88",24,1530651409,24,1530651805,"","",4892,0,"- Table on results panel should not overflow with long data for any screen size, including mobile.
- (When screen is small and they don't fit on the same line) 'Filter' and 'Search' inputs for the table should line up (to the left).
- Gray background when results are shown, white background when search is shown.","This test will be performed on pc and mobile phones (such as Android phones and IPhones). Tablets could be included, but their screen is usually not that small.","1. Open Imaging app on a computer
2. Perform any search.
3. Open Imaging app on a mobile phone
4. Perform any search.",Verify that requirements described in the description have been met.,"","","",Imaging App,"","As a physician using the InTouch Imaging solution, I need to directly access the Imaging module from the other InTouch Software Modules (IE Provider Access Software, Smart Notes, Facility Intake, or Consumer) in addition to a standalone InTouch Imaging app so that I can view the DICOM study of a patient where ever I may be in the InTouch workflow."
3679842,Notify the user on login if they have no locations available,91674,1,7,2,"","IMG-97, IMG-99",24,1531420452,24,1534448273,"","",4892,0,"As a user of the Imaging Portal, if I have not been given access to any Imaging locations I want to receive a distinct message that, 'Your account has not been granted access to an Imaging location, please contact your telehealth administrator.'

On a mobile device, I shall see this message on login when applicable.",1. have a user created on FMS that is NOT enabled for Imaging app.,"1. Log in with a user the does not have access to the 'Imaging' application in FMS.
2. Go to FMS and give 'Imaging' application access to the user. 
3. Log out and log in. 
4. Go to FMS and add the user to the 'Imaging test' program
5. (Also on FMS) give the user access via the Imaging access map to one more locations. 
6. Log out and log back in. 
7. Go to FMS, don't edit the access map or program, but remove 'Imaging' application access from the user. 
8. log out and then log back in.
","for 1.: You should be able to log in, but you should see a message across the top of the screen indicating that you don't have access to any locations. And the location dropdown should have no options.

for 3.: You should get the same message from the previous expected result.

for 6.: You should not get the error anymore and you should be able to select the locations that the user is enabled for from the dropdown.

for 8.: You should now see the same message for 1. and 3. again.","","","",Imaging App,"","As a physician using the InTouch Imaging solution, I need to directly access the Imaging module from the other InTouch Software Modules (IE Provider Access Software, Smart Notes, Facility Intake, or Consumer) in addition to a standalone InTouch Imaging app so that I can view the DICOM study of a patient where ever I may be in the InTouch workflow."
3684873,Search inputs should fit on screen without having to scroll for mobile,91674,1,7,2,"","IMG-116, IMG-122",23,1533855697,23,1535476613,"","",4892,0,An Imaging Portal user on a mobile device shall be able to see all of the study search inputs and click the 'Search' button without scrolling the screen so that the user can see all of the search inputs at once and easily find the 'search' button.,"","1. Login to Imaging app
2. Resize the window, make it smaller.
3. Login to Imaging app from a mobile device. You can also use chrome mobile emulator for this purpose.
","Search form should adjust for screens below 400px width to look like the picture below.
This version of the search form should fit on iPhone 6/7 or larger phones.

!(index.php?/attachments/get/138)
","","","",Imaging App,"","As a physician using the InTouch Imaging solution, I need to directly access the Imaging module from the other InTouch Software Modules (IE Provider Access Software, Smart Notes, Facility Intake, or Consumer) in addition to a standalone InTouch Imaging app so that I can view the DICOM study of a patient where ever I may be in the InTouch workflow."
3684875,Reduce the eUnity signature expiry time to account for differences in server times,91674,1,7,2,"","IMG-112, IMG-115",23,1533938089,23,1533938259,"","",4892,0,"Because the default 'maximum signature expiry time' in eUnity is 30 minutes, the Imaging portal should use an expiry time a slightly less than this to account for minor differences in the time of the Imaging portal server and eUnity server.","","1. Click a study to view in the Imaging viewer.
2. Copy this link.
3. Wait 24 minutes and try to access it.
4. Then wait 1 minute more and try to access it again.

","The link should work for 24 minutes, and after 25 minutes you should get a message saying that the link is expired.","","","",Imaging App,"","As a physician using the InTouch Imaging solution, I need to directly access the Imaging module from the other InTouch Software Modules (IE Provider Access Software, Smart Notes, Facility Intake, or Consumer) in addition to a standalone InTouch Imaging app so that I can view the DICOM study of a patient where ever I may be in the InTouch workflow."
3685017,Cache querying dependencies to improve robustness,91674,1,7,2,"","IMG-101, IMG-118, IMG-121",23,1534190227,23,1534191542,"","",4892,0,"Imaging Portal should cache data from DM and FMS that is required for querying Imaging Viewers (e.g. device uid, imaging viewer url, etc.). This will improve robustness of the application in the situation the DM or FMS is down.","","1. Login and make a study request. The DM values for that location and your 'auth maps' should now be cached.
2. Change the values in DM for that location to something bad.
3. Logout, change your access rights on FMS, and then log back in. 
4. Hit the 'clear_cache' path `https://imaging-stg.intouchstaging.com/clear_cache?secret={secret}` (Ask devops for the secret).
5. Block FMS inputting a bad value for 'fms_api_domain' and/or 'authorization_domain' in config/secrets.yml. (You will need help from devops to do this).
6. Go to FMS, take away all location access for that user. Login and log out. ","For 2:  The query should still work because the cached values should be used by default.
For 3: The location access rights should be reflected in Imaging portal because that cached values should only be used as back up.
For 4: The bad DM values should now be reflected and the query should fail.
For 5: If FMS is not reachable the cached auth maps should be used.
For 6:  The FMS cached auth maps should not be used if all location access rights for that user are removed. You should see the message indicating that the user does not have access to any locations.","","","",Imaging App,"","As a physician using the InTouch Imaging solution, I need to directly access the Imaging module from the other InTouch Software Modules (IE Provider Access Software, Smart Notes, Facility Intake, or Consumer) in addition to a standalone InTouch Imaging app so that I can view the DICOM study of a patient where ever I may be in the InTouch workflow."
3685028,Timeframe is used for all queries and requeries,91674,1,7,2,"","IMG-106, IMG-124",23,1534352245,23,1534353545,"","",4892,0,"A User of the Imaging Portal shall be able to query via any single attribute or combination of attributes from the following list:
1. Patient first name, last name, birthdate, a medical record number (MRN), study time/date range.

Additionally, in order to provide a good UX and account for mistyped or incorrect queries, the following shall be implemented:
1. A wildcard shall be appended to the patient first and last name fields.
2. Default study range shall be 24 hours ago to 24 hours in the future, and a datetime selector will allow the following:

  * Option of selecting a custom 'from' and/or 'to' date.
  * Option of selecting NO 'from' and/or 'to' date.
  * Option of 'Yesterday' with a study date range from '1 day ago' to '1 day in the future'.
  * Option of 'Last 7 Days' with a study date range from '7 days ago' to '1 day in the future'.
  * Option of 'Clear' to empty the study date range inputs.

If no results are returned the Imaging viewer will be requeried with the modifications in the following order. Note (patient id = MRN):
1. Try with only patient id and timeframe.
2. Try without patient id.

If study list is still empty remove patient id from all following queries:

1. Try without patient first name.
2. Try without patient dob.
3. Try without patient first name or dob.
4. Try without patient last name.
5. Try without patient last name or dob.
6. Try with patient last and first name switched.
7. Try with patient last and first name switched and without last name.
8. Try with patient last and first name switched and without first name.
9. Try with patient last and first name switched and without dob.
10. Try with patient last and first name switched and without last name or dob.
11. Try with patient last and first name switched and without first name or dob.
12. Try without patient last and first name.",You can enter DCM4CHEE for PACS-PC2 and edit a couple of study's dates.,"1. Login to Imaging
2. Select 'from' and 'to' study dates, where only a couple of studies will be queried.
3. Try to reproduce all the queries/requeries described in the description section by inputting data in the first name, last name, DOB and MRN fields.","Verify that the study date is used for all queries/requeries. Meaning that if it doesn't find results because the patient name or something else doesn't match it will ALWAYS still use the study date.

So for this test case, results will only contain studies queried in step 2, if any other studies show up while reproducing any of the queries/requeries this case will fail.","","","",Imaging App,"","As a physician using the InTouch Imaging solution, I need to directly access the Imaging module from the other InTouch Software Modules (IE Provider Access Software, Smart Notes, Facility Intake, or Consumer) in addition to a standalone InTouch Imaging app so that I can view the DICOM study of a patient where ever I may be in the InTouch workflow."
