id,title,section_id,template_id,type_id,priority_id,milestone_id,refs,created_by,created_on,updated_by,updated_on,estimate,estimate_forecast,suite_id,custom_automation_type,custom_description,custom_preconds,custom_steps,custom_expected,custom_steps_separated,custom_mission,custom_goals,section_hierarchy,section_parent_id,section_description
3682148,Improve UX by adding more tooltips and increasing consistency of pages,52755,1,7,2,"","GATE-544, GATE-624",24,1532977922,9,1533071548,"","",4401,0,"- Improve consistency and usability of views
- Add tooltips to indicate non obvious information to the user
",1. Have at least a Super Admin and an Account Admin created.,"1. Login to DM
2. Inspect the different pages of the app:
3. Login as a Super Admin / Super viewer
4. Go to `/devices`, `/device_types`, and `/credentials` index pages and inspect the corresponding tables present.
5. Log in as an Account Admin / Account Viewer
6. Go to `/devices`, `/device_types`, and `/credentials` index pages and inspect the corresponding tables present.








","For 2.:

- Tooltips should be shown on hover for **'?'** icons for: 

    **max frequency** column header on the **'my alerts' index page** 
    **streak threshold** label on the **alert form** 
    **max downtime** label on **device type form**
    **credential type** column header on **credential index page** (make sure tooltip still shows when the column is collapsed and you have to press the '+' button to see it), 
    and **top page headers** for **all index pages**.

- **Credentials index page** should now have a similar table to **Devices** / **Device Types**.

- In general: Index pages, button locations, forms, etc. should look relatively uniform.


For 4. and 6.:

- Only **Super-Admins** and **Super-Viewers** should see an **account** column in the **device**, **device type**, and **credential** index tables.","","","",General,"",""
3682184,Update DM landing page,52755,1,7,2,"","GATE-634, GATE-643",23,1533223737,23,1533223891,"","",4401,0,"- Remove IO
- Add login button to navbar","","1. Open DM homepage.
2. Login","1. Home page should not mention IO.
2. Sign in button should show at bottom of page and in top right nav bar. Sign in button in upper right should not show once logged in.","","","",General,"",""
3685460,Refine charts page,52755,1,7,2,"","GATE-716, GATE-743",24,1536270424,9,1536272547,"","",4401,0,"- Add a button in the charts page to go back to the device details page.
- Notify the user when a chart is loading data.","1. Have a device created
2. Have some metrics posted to it, in order to populate the metrics chart.

_(Note: I recommend to test this on https://devices-dev.intouchstaging.com since it has enough data already to test.)_","1. Login to DM
2. Select a Device from the devices table.
3. On the Device detailed page, click on `View Graphs`
4. Switch between `day`, `week`, `month` and `year` views.
5. Click the `Back` button","For 4.: When loading graph's info, you should see a 'loading' icon.

For 5.: The `Back` button should take you back to the Device detailed page.","","","",General,"",""
3481043,As the Device Manager I want to verify users via the ITH IdP,52756,1,2,2,"","GATE-196, GATE-198",23,1519939073,23,1523469852,"","",4401,0,Device Manager will sync with the ITH IdP to allow SSO with other ITH applications.,"- Have an user account created in https://fmswebportal.intouchstaging.com/ 
- Give that account permission to use GW.
- Create an account in your local environment using rails console with the same username, email, and uuid of the FMS staging acccount.
- Make sure your `~/DM/config/secrets.yml` is pointing to the correct URL callbacks","1. Login with your FMS staging username/password
2. Click on the user icon in the top right corner and select logout","1. You are redirected to the DM /devices page
2. You are redirected directly to the DM root page without seeing any IdP logout page","","","",Authentication,"",""
3385900,As an authenticated FMS user I can login into the Device Manager if authorized.,52756,1,7,2,"","GATE-85,GATE-93,GATE-135",9,1515451386,24,1533143602,"","",4401,0,"When a user is enabled for DM on FMS, it is automatically created on DM's db. This is due to the implementation of 'translator'.  ",1. have a user created on FMS,"1. Login with an FMS user that is not enabled for DM. 
2. Enable the user for DM and login again.","1. There is a flash message telling the user to contact support
2. The user can login to DM","","","",Authentication,"",""
3488018,Separate Client API access by Account,52756,1,7,2,"","GATE-137, GATE-194",24,1520291180,24,1520897377,"","",4401,0,"Separate credential authorization by account. The credentials account will be set by the creating users account, or if the user is a super admin, by the selected account.","Have at least 2 Accounts and 2 pairs of Credentials created, one for each Account.","1. Index elements from the account the credentials belong to: 

    * do a GET to  /api/v1/users
    * do a GET to  /api/v1/device
    * do a GET to  /api/v1/device_categories

2. Repeat step 1 using the second pair of credentials.




","Verify GM credentials (API key/secret pairs) belong to an account and have access to CRUD objects only in that account.

i.e.: step 1 should show different elements than step 2.","","","",Authentication,"",""
3642071,Friendly forwarding allows users to be redirected to the requested page after logging in,52756,1,7,2,"","GATE-501, GATE-509",24,1527097528,9,1527100491,"","",4401,0,"Friendly forwarding allows users to be redirected to the requested page after logging in. Only GET requests will be friendly forward. POST, PUT/PATCH, DELETE requests will not be stored for friendly forwarding, as this could cause errors if a form was submitted with a deleted or expired session.","1. Have a user created in DM
2. Have a user created on IO (or any other application that also uses IDP)","1. Make sure to be Logged out of DM.
2. Create an IdP staging session by login into IO.
3. While logged in to IO, go directly to a DM route e.g. `your_DM_address/device_types`.",For 3: You should be taken to that specific page (not the root /devices page) without asking for you to log in.,"","","",Authentication,"",""
3642292,Providing a valid access token as a query parameter allows for users to SSO,52756,1,7,2,"","GATE-237, GATE-473",24,1527108296,23,1533149338,"","",4401,0,"By providing a valid access token in the URL as a query parameter, IdP users can SSO to the Device Manager.
(FMS would be making use of this: 'As the FMS, I want to be able to redirect Gateway users to the Gateway platform, providing a JsonWebToken which explicitly allows access to said platform, so that they can enter that site without the need to log-in again.')",1. have a user created on DM.,"1. Open `~/.bashrc` and add:  `export IS4_INTROSPECTION_CLIENT_SECRET='idpsecret'`
2. Generate an access token: 
    * open the file: `app/herlepers/session_helper.rb`
    * place a `byebug` in the `log_in` method. Close and save.
    * run DM server and login (login will be interrupted by the 'byebug') and go back to the terminal window.
    * grab the token by typing 'tokens'access_token'' in the terminal.
    * copy that string and type 'c' to continue.
    * the login process will continue normally.
3. Logout so that your DM and IdP sessions are removed.
4. Use that access_token in the URL to access any page that the user for whom that token was generated should have access to. (e.g. <your_DM_address>/device_types?access_token=<access_token_string>)

NOTE: If you want to access certain device as a super admin the URL is slightly different `<DM base URL>/devices/{uid}?account={account}&access_token={access token}`
","By passing the token in the URL, the user is granted access and taken to the specified page on the app.
Note: If a user is not supposed to have access to a certain page, this won't be the exception: the user still won't have access. 
e.g. an account_viewer trying to access a 'show device' page of a device from a different account  >> User will get a red notification: 'Unauthorized'","","","",Authentication,"",""
3679810,Add ability to generate Device Credentials via the UI,52756,1,7,2,"","GATE-554, GATE-564",23,1530903030,23,1530904146,"","",4401,0,Somewhere in the UI there should be a mechanism to generate Device Credentials.,"","1. Login to DM.
2. Go to /devices and click on a device to open de detailed page.
3. Click in the 'dots' button next to the device's health status.
4. Select 'create device credential'
5. Accept the prompt.
6. Check the expected result section.
7. After everything is tested, create new credentials for this device."," * For 6: Verify you can **only** perform these API calls **without providing an UID**:
    * Create Metrics C3410332
    * Create Device Field Value C3525478
    * Show Device Field Value C3567815
 * If you provide an UID you should get this response:

    {
        'success': false,
        'reason': 'Your credential is already associated with a device. Please do not specify device UID.'
    }
 * If you try to do any other API call you will get this response:

    {
        'success': false,
        'reason': 'The credential 'Healthy Credential' is not authorized to make the attempted request'
    }

 * For 7: The new credentials should work and the old ones should not.
","","","",Authentication,"",""
3679824,Device credentials are only authorized for specific requests,52756,1,7,2,"","GATE-535, GATE-552",24,1531246870,9,1531261499,"","",4401,0,"Info on the use of these credentials, its access and limitations here:  http://docs.intouchutil.com:3000/#authentication","1. Have 2 devices created.
2. Have a pair of device credentials created for only 1 of the devices mentioned above.","1. Use those device credentials to perform the following tasks:
- Create Metrics
- Create Device Field Value
- Show Device Field Value

without providing `device_IUD`.

2. Repeat the same calls, this time providing a `device_UID`.

3. Using your 'device credentials' try to perform any other call, different than the ones specified above.
","1. Verify that you successfully were able to use your device credentials to:
- Create Metrics
- Create Device Field Value
- Show Device Field Value


2. For the above routes the `device UID` parameter should NOT be provided. If a device UID is provided it will result in the following error: `'Your credential is already associated with a device'`. 

3. If a `Device Credential` is used for any API route besides the ones listed above it will result in the following error: `'The credential '{name of credential}' is not authorized to make the attempted request'`.","","","",Authentication,"",""
3448495,As the Device Manager I want to provide a UI for CRUD of device types,53456,1,7,2,"","GATE-112,GATE-113,GATE-132",9,1518434700,9,1523991049,"","",4401,0,"","","* Super admin:
  1. Log in as super admin
  2. Go to the device type new page 
  3. Create a device type
  4. Try with making device types with different numbers of fields and try to break the form with empty inputs
  5. After creating device types go to the index page and click the pencil button to edit
  6. Try adding and removing fields and playing with different inputs
  7. Click the trash icon to remove a device type

* Super Viewer:
  1. Log in as super viewer
  2. Go to the `Device type` page
  3. Go to (`/device_types/new`)
  4. Go to (`/device_types/X/edit`)

* Account admin:
  1. Log in an account admin
  2. Go to the device type new page 
  3. Create a device type
  4. Try with making device types with different numbers of fields and try to break the form with empty inputs
  5. After creating device types go to the index page and click the pencil button to edit
  6. Try adding and removing fields and playing with different inputs
  7. Click the trash icon to remove a device type

* Account Viewer:
  1. Log in an account viewer
  2. Go to the `Device type` page
  3. Go to (`/device_types/new`)
  4. Go to (`/device_types/X/edit`)","* Super admins (role 0) can:
    * View all device types on the index page (`/device_types`) for all accounts
    * Create new device types (`/device_types/new`) for all accounts
    * Edit device types (`/device_types/X/edit`) for all accounts
    * Delete device types for all accounts

* Super viewers (role 1) can:
    * View all device types on the index page (`/device_types`) for all accounts

* Super viewers (role 1) cannot:
    * Create new device types (`/device_types/new`) for any account
    * Edit device types (`/device_types/X/edit`) for any account
    * Delete device types for any account

* Account admins (role 2) can:
    * View device types on the index page (`/device_types`) that belong to their account
    * Create new device types (`/device_types/new`) for the account they belong
    * Edit device types (`/device_types/X/edit`) that belong to their account
    * Delete device types that belong to their account

* Account viewers (role 3) can:
    * View all device types on the index page (`/device_types`) that belong to their account

* Account viewers (role 3) cannot:
    * Create new device types (`/device_types/new`) for their account
    * Edit device types (`/device_types/X/edit`) for their account
    * Delete device types for their account","","","",Users,"",User abilities and characteristics
3448499,As the Device Manager I want to provide a UI for CRUD of device categories,53456,1,7,2,"","GATE-175,GATE-176",9,1518437144,9,1523991098,"","",4401,0,"","","* Super admin:
  1. Log in as super admin
  2. Go to the device categories new page 
  3. Create a device categorie
  4. Try with making device categories with different numbers of fields and try to break the form with empty inputs
  5. After creating device categories go to the index page and click the pencil button to edit
  6. Try adding and removing fields and playing with different inputs
  7. Click the trash icon to remove a device categorie

* Super Viewer:
  1. Log in as super viewer
  2. Go to the `Device categories` page
  3. Go to (`/device_categorie/new`)
  4. Go to (`/device_categorie/X/edit`)

* Account admin:
  1. Log in an account admin
  2. Go to the device categorie new page 
  3. Create a device categorie
  4. Try with making device categorie with different numbers of fields and trying to break the form with empty inputs
  5. After creating device categorie go to the index page and click the pencil button to edit
  6. Try adding and removing fields and playing with different inputs
  7. Click the trash icon to remove a device categorie

* Account Viewer:
  1. Log in an account viewer
  2. Go to the `Device categories` page
  3. Go to (`/device_categorie/new`)
  4. Go to (`/device_categorie/X/edit`)","* Super admins (role 0) can:
    * View all device categories on the index page (`/device_categories`) for all accounts
    * Create new device categories (`/device_categories/new`) for all accounts
    * Edit device categories (`/device_categories/X/edit`) for all accounts
    * Delete device categories for all accounts

* Super viewers (role 1) can:
    * View all device categories on the index page (`/device_categories`) for all accounts

* Super viewers (role 1) cannot:
    * Create new device categories (`/device_categories/new`) for any account
    * Edit device categories (`/device_categories/X/edit`) for any account
    * Delete device categories for any account

* Account admins (role 2) can:
    * View device categories on the index page (`/device_categories`) that belong to their account
    * Create new device categories (`/device_categories/new`) for the account they belong
    * Edit device categories (`/device_categories/X/edit`) that belong to their account
    * Delete device categories that belong to their account

* Account viewers (role 3) can:
    * View all device categories on the index page (`/device_categories`) that belong to their account

* Account viewers (role 3) cannot:
    * Create new device categories (`/device_categories/new`) for their account
    * Edit device categories (`/device_categories/X/edit`) for their account
    * Delete device categories for their account","","","",Users,"",User abilities and characteristics
3389552,As a Super Admin i should be able to access '/credentials/new',53457,1,7,2,"","GATE-110, GATE-128",24,1515613658,23,1523558138,"","",4401,0,"","1. Have a Super Admin created.
2. Login as a Super Admin.","1. Go to Credentials > Create New Credential
2. You should be redirected to :  `/credentials/new'

or

1. On your browser go to: `/credentials/new'",Be granted access to `/credentials/new`,"","","",Users > Super Administrator,53456,""
3389553,As a Viewer i shouldn't have access to '/credentials/new',53458,1,7,2,"","GATE-110, GATE-128",24,1515614461,23,1523987476,"","",4401,0,"","1. Have a Viewer user created.
    * Super Viewer (`role = 1`)
    * Account Viewer (`role = 3`)
2. Login as a Viewer user.","1. Go to /credentials 
2. The 'New credential' link shouldn't be present.

or

1. On your browser go to: `/credentials/new`",You should be redirected to the homepage page with an 'Unauthorized' danger flash message.,"","","",Users > Super Viewer,53456,'Viewer' users only have permissions to view.
3488019,"Add account admin, account viewer, and super viewer roles to the possible user roles",68510,1,7,2,"","GATE-137, GATE-193",24,1520291307,23,1523564130,"","",4401,0,"Account viewer, account admin, and super viewer are options for the role of a GM user.",The 4 types of users will be seeded to the db.,"1. Go to the login page.
2. Login with each type of user.",Verify you can login with the 4 types of users.,"","","",Users > General,53456,""
3519568,As a user I want to see integer and float metrics over time,68510,1,7,2,"","GATE-256,GATE-452",24,1521742551,23,1533069614,"","",4401,0,"As a user I want to see user defined float and integer metrics over time (CPU, Disk Space, etc)","1. Create an Account, a Device Category and a Device Type via the GM API.
2. Create a device via the GM API.
3. Post metrics via the GM API. Make sure to post several metrics with different values and different 'Timestamps'. (Timestamps not older than 1 year ago)

For example: The following metric won't be reflected on the metrics graphics. Graphics only take data from 1 year ago at the most.

	{
		'metrics': {
			'metric_awesome_integer': 
				{
					'name': 'bestest_field_instance_name',
					'value': 4114,
					'timestamp': '1999-02-15T22:26:12'
				}
			
		}
	}","1. Login to GM

2. View the Device detail page by clicking on a Device from the device table on the home page. Or go to ' /devices/:id '. 

3. You should be presented with 2 tables, click on the one that says 'Metrics' to be taken to the metrics charts page.
","1. After step 3. you should be presented with 2 metric charts: one for Integer values, one for Float values.

2. Charts should display graphics (not be blank). If they look empty try different perspectives (day, week, month, year) this has to do with the Timestamps used when posting metrics.

3. You should be able to drag with your mouse in the graphic and zoom in. To zoom out, click day/week/month/year .

4. You should be able to hover your mouse over a data point (looks like a point in the graphic) and see the value and time.","","","",Users > General,53456,""
3544148,As a DM user I should be able to view an info page whether or not I am logged in,68510,1,7,2,"","GATE-384, GATE-406",24,1522857638,23,1533070334,"","",4401,0,A static home page with info about Device Manager should be the / route for DM. The /login route should automatically redirect to the IdP login page.,1. Have a user created (any role) for further login,"1. Go to DM's home page (for example: http://13.56.93.248:3003/)

2. Go to '/login' (either by adding '/login' to the home path or by clicking the login button)

3. On DM's home page: Click on the API link under 'Where can i learn more?' section 

5. Login with your DM user

   5.1 Once logged in, Click the 'Intouch Device Manager' logo in the top left

","1. The '/' route should take you to a home page with info and a diagram. This page should be accessible whether or not you are logged in. 

2. Going to /login route should automatically redirect you to the IdP login page.

3. Clicking the API link should link you to the DM api docs. 

5. (once logged in) You should view the home page by clicking the logo in the top left, the page should look the same but the sign in button should not appear.","","","",Users > General,53456,""
3555160,As a user I want to be able to edit my device field values,68510,1,7,2,"","GATE-402, GATE-422",24,1523384067,9,1523387341,"","",4401,0,"As a DM user i should be able to edit string, text, ints, floats, etc. values on a Device.","1. Have a Device creted.
2. Have Device Fields created
3. post values to that Device Fields though the web or through the API. Leave some Field Values blank.","1. Login to DM
2. Select your Device from the Device page.
3. On the Device Detailed view, the Device dashboard has a 'pencil' edit icon on each field, which when clicked allows the user to create/update the device field value. 
4. Use that pencil icon to edit Field Values of all data types.
6. Repeat for device field values that are currently empty (aka they show N/A).","1. The Field Value form only takes values of the corresponding value type.
2. The values should be properly updated to the new entered value.
3. After a successful update, a flash message of success should appear on the upper right corner of the screen.","","","",Users > General,53456,""
3561071,Device pages should authorize based on user roles,68510,1,7,2,"","GATE-441, GATE-442",23,1523644005,23,1523646869,"","",4401,0,Device controller should only allow users with proper access to view device related pages.,"- Have at least 2 accounts created, each one with their respective API credentials.
- Have 1 account_admin and 1 account_viewer user roles created for each of the above mentioned accounts.
- Have 1 super_admin and 1 super_viewer user roles created.
- Have at least 1 device created for each account.
","1. Login with Super User, go to the /devices page, open a device and click the 'Metrics' table header.
2. Login with Super Viewer, go to the /devices page, open a device and click the 'Metrics' table header.
3. Login with Account Admin (account 'a'), go to the /devices page, open a device and click the 'Metrics' table header.
4. Login with Account Viewer (account 'a'), go to the /devices page, open a device and click the 'Metrics' table header.
5. Login with Account Admin (account 'b'), go to the /devices page, open a device and click the 'Metrics' table header.
6. Login with Account Viewer (account 'b'), go to the /devices page, open a device and click the 'Metrics' table header.
7. Login with Account Admin/Viewer (account 'a'), try to access an account 'b' device by pasting its id in the URL (/device/:id).","1. You should be able to see the /devices/:id/metrics page. Check if you can do this for devices created in different accounts.
2. You should be able to see the /devices/:id/metrics page. Check if you can do this for devices created in different accounts.
3. You should be able to see the /devices/:id/metrics page. Check that you can only see devices in account 'a'.
4. You should be able to see the /devices/:id/metrics page. Check that you can only see devices in account 'a'.
5. You should be able to see the /devices/:id/metrics page. Check that you can only see devices in account 'b'.
6. You should be able to see the /devices/:id/metrics page. Check that you can only see devices in account 'b'.
7. You should get an Unauthorized error and be redirected to the Homepage.","","","",Users > General,53456,""
3647716,Emails should not be unique,68510,1,7,2,"","GATE-496, GATE-527",23,1527806626,23,1527866223,"","",4401,0,"Because FMS is the source of truth for users, and emails are not unique for users in FMS, DM should reflect this same user validation template.","","1. Send an API request to list current users (detailed in the API docs: http://docs.intouchutil.com:3000/)
2. Copy the email of one of the existing users and use it to create the user below.
3. Send and API request to create a user ( detailed in the API docs: http://docs.intouchutil.com:3000/ ) make sure to use the existing user's email.
",The user should be created at step 3,"","","",Users > General,53456,""
3658469,As a user I want to perform CRUD operations on scripts,68510,1,7,2,"","GATE-518, GATE-522",24,1528151656,23,1533079396,"","",4401,0,"Admin Users can perform the following actions on the web
- List scripts
- Create scripts
- Update scripts
- Delete scripts",1. Have a Device Type created on DM,"1. Login to DM.
2. Go to the scripts page.
3. Create a new script.
4. Open the script (without making any changes) and then close it.
5. Update the script by changing the script name or the code.
6. Delete the script.
7. Attempt to Delete the corresponding Device Type","1. Verify that Create, Read, Update and Delete actions can be performed on scripts with no errors.
2. When attempting to delete a Device Type, the `Are you sure?` message warns the user about the potential loss of the associated scripts that the Device Type may have.","","","",Users > General,53456,""
3679874,As a DM user I should be able to create and edit Devices via the UI,68510,1,7,2,"","GATE-596, GATE-609",24,1531866681,23,1533137998,"","",4401,0,"Authorized users should be able to create and edit Devices via the UI.

As for now, the only authorized users to create / edit Devices via the UI are:  **Super Admins** and **Account Admins**","Have one user of each type:

* Super Admin (0)
* Super Viewer (1)
* Account Admin (2)
* Account Viewer (3))

","Verify visibility of options:
1. Login as a **Super Admin**
2. Inspect /devices page
3. Click on a Device to see its detailed view
4. When available, inspect the options presented in the **'...'** (triple dot dropdown)
5. Logout
6. Repeat with the other user types.

Verify Device creation / edition:
1. Login as a SuperAdmin / Account admin
2. On `/devices` page, click `New Device`
3. Fill in the form and submit.
4. Go back to `/devices` page
5. Click on the device 
6. On the device's Detailed view page, select `Edit Device` from the **'...'** (triple dot dropdown) menu
7. Edit the device and submit
8. Go back to `/devices` page

Associating Account and Device via web
1. Login as a Super Admin
2. Via web, create a new account 
4. Via web, create a device in that account (with the same uid as an existing device in another account). ","For Option Visibility:
- Only super admins/account admins should see the new device button on the Device index page.
- Only super admins/account admins should see the edit device option on the triple dot dropdown on a Device dashboard.

For Device Creation / Edition:
- for 4.: Make sure the device you just created appears on the devices table for ALL users (Account Admin / Account Viewer must belong to the same account the device does.)
- for 8.: Make sure the changes were applied correctly and persist. 

for Account and Device association via web:
- After going through all the steps, confirm that the account viewer/admin can view the device detail page and metrics page for that device.
","","","",Users > General,53456,""
3679813,Users can create and cancel script runs,68510,1,7,2,"","GATE-524, GATE-555",24,1530907633,24,1533070549,"","",4401,0,"As a user, you can chose existing scripts to create a 'scrip run'. You can a start and finish date/time and can also cancel the run if desired.","• Have a script created on DM
• You can use this as content:

	#!/usr/bin/env bash
	<script>
		alert( 'Hello world!' );
	</script>","1. Login to DM 
2. Go to Scripts page _(/scripts)_
3. Click on `New Runs`
4. Fill in all the necessary information:
- select a script from the dropdown menu
- set `ACTIVATE AT` and `DEACTIVATE AT` day/time
- select one or more devices _(more than one means `run in batch`)_
- click CREATE SCRIPT RUNS","- Verify that you can create script runs in batch.
- Verify that bad attempts to create script runs give the proper error messages.
- Verify that you can cancel a single script run.
- Verify that you can cancel a batch of script runs.
- Verify that the script runs table looks good and is responsive.","","","",Users > General,53456,""
